 ,Time (s),Performance (gflops),Matrix Size,Block Size,Nr Threads
seq,0.010837,33.026794,1024,16,8
par_for,0.013411,26.687998
task,0.006974,51.321318
task_dep,0.075655,4.730871
 ,Time (s),Performance (gflops),Matrix Size,Block Size,Nr Threads
seq,0.011621,30.798898,1024,16,8
par_for,0.008613,41.554556
task,0.007235,49.469448
task_dep,0.080683,4.436052
 ,Time (s),Performance (gflops),Matrix Size,Block Size,Nr Threads
seq,0.011633,30.767336,1024,16,8
par_for,0.058344,6.134558
task,0.037196,9.622398
task_dep,0.094586,3.784000
 ,Time (s),Performance (gflops),Matrix Size,Block Size,Nr Threads
seq,0.011360,31.506703,1024,16,8
par_for,0.010153,35.251846
task,0.008272,43.267232
task_dep,0.076550,4.675557
 ,Time (s),Performance (gflops),Matrix Size,Block Size,Nr Threads
seq,0.016446,21.762828,1024,16,8
par_for,0.008545,41.886157
task,0.008918,40.133669
task_dep,0.073532,4.867451
 ,Time (s),Performance (gflops),Matrix Size,Block Size,Nr Threads
seq,0.007905,45.278235,1024,32,8
par_for,0.004294,83.349058
task,0.003597,99.502875
task_dep,0.009641,37.124413
 ,Time (s),Performance (gflops),Matrix Size,Block Size,Nr Threads
seq,0.007560,47.343022,1024,32,8
par_for,0.004435,80.700993
task,0.004003,89.410356
task_dep,0.009946,35.985327
 ,Time (s),Performance (gflops),Matrix Size,Block Size,Nr Threads
seq,0.007498,47.734423,1024,32,8
par_for,0.005704,62.746076
task,0.005419,66.047775
task_dep,0.010693,33.471569
 ,Time (s),Performance (gflops),Matrix Size,Block Size,Nr Threads
seq,0.007550,47.405813,1024,32,8
par_for,0.004474,79.995730
task,0.003585,99.833735
task_dep,0.009934,36.028509
 ,Time (s),Performance (gflops),Matrix Size,Block Size,Nr Threads
seq,0.007331,48.821096,1024,32,8
par_for,0.004403,81.286543
task,0.004329,82.678850
task_dep,0.010313,34.705811
 ,Time (s),Performance (gflops),Matrix Size,Block Size,Nr Threads
seq,0.006951,51.490306,1024,64,8
par_for,0.004633,77.254008
task,0.003314,107.999991
task_dep,0.003574,100.140076
 ,Time (s),Performance (gflops),Matrix Size,Block Size,Nr Threads
seq,0.006851,52.242905,1024,64,8
par_for,0.004142,86.409939
task,0.003428,104.409506
task_dep,0.003130,114.350996
 ,Time (s),Performance (gflops),Matrix Size,Block Size,Nr Threads
seq,0.006858,52.188419,1024,64,8
par_for,0.005826,61.433945
task,0.006669,53.667949
task_dep,0.003196,111.988055
 ,Time (s),Performance (gflops),Matrix Size,Block Size,Nr Threads
seq,0.006995,51.167384,1024,64,8
par_for,0.005647,63.381882
task,0.003803,94.119114
task_dep,0.004165,85.935078
 ,Time (s),Performance (gflops),Matrix Size,Block Size,Nr Threads
seq,0.007154,50.029990,1024,64,8
par_for,0.004280,83.622988
task,0.003593,99.608511
task_dep,0.003860,92.723896
